License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
May 11 2019,272764,Ella,Cat,American Shorthair,,98107
May 11 2019,269331,Laverne,Cat,Domestic Shorthair,,98115
May 11 2019,273800,Walter,Cat,Domestic Medium Hair,,98105
May 11 2019,273799,Todd,Cat,Domestic Shorthair,,98105
May 11 2019,S126653,Taco,Cat,Domestic Medium Hair,Mix,98125
May 11 2019,272379,Pickles,Cat,Domestic Shorthair,,98115
May 11 2019,272382,Mittens,Cat,Domestic Shorthair,,98115
May 11 2019,S147579,Clark,Cat,Domestic Shorthair,Mix,98144
May 11 2019,282524,Cleopatra,Cat,Ragdoll,,98199
May 11 2019,8007923,Clio,Cat,LaPerm,,98117
May 11 2019,8007924,Loki,Cat,Domestic Longhair,Mix,98109
May 11 2019,276521,Felix,Cat,Domestic Shorthair,,98199
May 11 2019,S130169,Lala,Cat,Burmese,Mix,98119
May 11 2019,S147582,Rico,Cat,Domestic Shorthair,Mix,98105
May 11 2019,S147583,Jacqui,Cat,Siamese,Mix,98102
May 11 2019,361126,Greymalkin,Cat,Domestic Shorthair,,98125
May 11 2019,278037,Sera,Cat,Domestic Shorthair,,98136
May 12 2019,8007927,Rusty,Cat,Domestic Medium Hair,,98107
May 12 2019,361464,Max,Cat,Domestic Medium Hair,,98133
May 12 2019,361482,Tinkerbelle,Cat,Domestic Shorthair,,98144
May 12 2019,276672,Darby,Cat,American Shorthair,,98107
May 12 2019,8007931,Quentin,Cat,Domestic Medium Hair,Mix,98122
May 12 2019,276616,Buddy,Cat,Domestic Longhair,,98122
May 12 2019,S147584,Po,Cat,Siamese,Mix,98109
May 12 2019,276998,Mercury,Cat,Domestic Longhair,,98121
May 12 2019,282701,Zeke,Cat,Domestic Longhair,,98144
May 12 2019,277199,Colby,Cat,Domestic Shorthair,,98122
May 12 2019,277198,Stewie,Cat,Domestic Shorthair,,98122
May 12 2019,282454,Vincent,Cat,Domestic Shorthair,,98102
May 12 2019,361127,Banana,Cat,American Shorthair,,98107
May 12 2019,361129,Stormy,Cat,American Shorthair,,98107
May 12 2019,S130628,Artie,Cat,Domestic Shorthair,,98103
May 13 2019,272430,Samantha,Cat,Abyssinian,,98144
May 13 2019,282598,Nora Charles,Cat,Maine Coon,Mix,98117
May 13 2019,208717,Theodore,Cat,Domestic Shorthair,,98103
May 13 2019,208702,Eloise,Cat,American Shorthair,,98103
May 13 2019,S124404,Lucky Princess Bagheera,Cat,Domestic Shorthair,,98125
May 13 2019,S124405,Shadow,Cat,Domestic Longhair,Siberian,98125
May 13 2019,S108529,Stasia,Cat,Domestic Medium Hair,,98109
May 13 2019,352979,Natasha,Cat,Domestic Shorthair,,98115
May 13 2019,361206,Boris,Cat,Domestic Shorthair,,98115
May 14 2019,S130177,Willow,Cat,Domestic Shorthair,Mix,98107
May 14 2019,S118150,William,Cat,Domestic Shorthair,Mix,98136
May 14 2019,S130465,Beans,Cat,Siamese,Mix,98107
May 14 2019,208173,Jt,Cat,Domestic Longhair,Domestic Longhair,98125
May 14 2019,269262,Ginny Lee,Cat,Domestic Longhair,,98136
May 14 2019,276769,Ollie,Cat,Domestic Shorthair,,98105
May 14 2019,268196,Violet,Cat,Domestic Shorthair,,98136
May 14 2019,361125,Kittyhawk,Cat,Bengal,,98103
May 14 2019,S129880,Honey,Cat,Domestic Shorthair,Mix,98125
May 14 2019,276825,Katie,Cat,Domestic Shorthair,,98112
May 14 2019,276874,Patsy,Cat,Domestic Shorthair,,98115
May 14 2019,8008008,Lilah,Cat,Siamese,Mix,98102
May 14 2019,142532,Dolly,Cat,Domestic Medium Hair,,98125
May 14 2019,142533,Molly,Cat,Domestic Shorthair,,98125
May 14 2019,S129879,Bandersnatch,Cat,Domestic Shorthair,Mix,98103
May 14 2019,273640,Jack,Cat,Domestic Shorthair,,98199
May 14 2019,282963,Amy,Cat,Domestic Shorthair,,98103
May 14 2019,S126636,Asher,Cat,Domestic Shorthair,Mix,98118
May 14 2019,S131523,Walsh,Cat,Maine Coon,,98122
May 14 2019,8008024,Rocky,Cat,American Shorthair,,98133
May 15 2019,284771,Felix,Cat,Domestic Shorthair,,98115
May 15 2019,S147590,Emily,Cat,Domestic Longhair,Mix,98122
May 15 2019,S147589,Mister Bandit,Cat,Snowshoe,Mix,98122
May 15 2019,8008042,orange,Cat,Domestic Shorthair,Mix,98117
May 15 2019,8008044,black,Cat,Domestic Shorthair,Mix,98117
May 15 2019,S130709,Meera,Cat,Siamese,,98109
May 15 2019,284740,Prrr (renamed),Cat,Domestic Shorthair,,98112
May 15 2019,8008054,Macchiato,Cat,Maine Coon,Oriental Long Hair,98118
May 15 2019,208148,Penny,Cat,Domestic Shorthair,,98122
May 16 2019,275748,Gusto,Cat,Domestic Longhair,,98126
May 16 2019,276750,Bonya,Cat,Siamese,,98109
May 16 2019,8008067,Dobby,Cat,Domestic Shorthair,Mix,98116
May 16 2019,276628,Kona,Cat,Domestic Medium Hair,,98105
May 16 2019,276889,Baby,Cat,Domestic Shorthair,,98116
May 16 2019,276629,Pogo,Cat,Domestic Shorthair,,98105
May 16 2019,269900,Bella,Cat,Domestic Medium Hair,,98119
May 16 2019,S146155,Bear,Cat,Domestic Medium Hair,Mix,98121
May 16 2019,S148421,Muchakucha,Cat,Domestic Shorthair,Mix,98133
May 16 2019,S148420,Chu Chu,Cat,Domestic Shorthair,Mix,98133
May 16 2019,282596,Zoey,Cat,Domestic Shorthair,,98115
May 17 2019,S150526,Violet,Cat,Domestic Shorthair,Mix,98103
May 17 2019,273486,Mimi,Cat,Domestic Longhair,,98119
May 17 2019,S150528,Kouji,Cat,Domestic Shorthair,Mix,98109
May 17 2019,S137498,Poquito,Cat,Domestic Longhair,,98102
May 17 2019,S130612,Scarlett,Cat,Domestic Shorthair,,98136
May 17 2019,8008107,Rosie,Cat,Domestic Shorthair,Mix,98106
May 17 2019,8008110,Rafael,Cat,American Shorthair,Mix,98104
May 17 2019,8008112,Daffodil,Cat,Domestic Medium Hair,Mix,98107
May 17 2019,361400,Dipper,Cat,Domestic Medium Hair,,98107
May 18 2019,276800,Panch,Cat,Siamese,Manx,98117
May 18 2019,276799,Socks-Grilla,Cat,Domestic Shorthair,,98117
May 18 2019,S117236,Buster,Cat,Domestic Medium Hair,,98125
May 18 2019,142779,Lucille,Cat,Domestic Medium Hair,,98125
May 18 2019,8008124,Daisy,Cat,American Shorthair,Mix,98116
May 18 2019,274094,Cleo,Cat,Domestic Medium Hair,,98177
May 18 2019,272990,Lola,Cat,American Shorthair,,98144
May 18 2019,272987,Mirabella,Cat,Domestic Medium Hair,,98144
May 18 2019,272989,Jake,Cat,American Shorthair,,98144
May 18 2019,198353,Pepper,Cat,Domestic Shorthair,,98119
May 18 2019,S151427,Peetey Poo,Cat,Domestic Shorthair,Mix,98119
May 18 2019,S151428,Sasha,Cat,Domestic Longhair,Mix,98102
May 18 2019,284854,Kaylee,Cat,Domestic Shorthair,,98107
May 18 2019,284855,Maxwell,Cat,Domestic Shorthair,Bengal,98107
May 18 2019,8008133,Shadow,Cat,Domestic Shorthair,Mix,98115
May 18 2019,S151429,Marceline,Cat,Domestic Medium Hair,Mix,98105
May 18 2019,S151430,Marshall Lee,Cat,Domestic Shorthair,Mix,98105
May 18 2019,8008139,Silo,Cat,Maine Coon,Mix,98126
May 18 2019,8008140,Max,Cat,Maine Coon,Mix,98126
May 18 2019,S129313,Boris,Cat,Domestic Shorthair,Mix,98115
May 18 2019,S151431,Ramses,Cat,Domestic Shorthair,Mix,98109
May 18 2019,208160,Misha,Cat,Domestic Medium Hair,Mix,98117
May 18 2019,S146156,Jaime,Cat,Domestic Shorthair,Mix,98117
May 18 2019,284890,Crosby,Cat,Maine Coon,,98106
May 18 2019,8008149,Beelzebub,Cat,Domestic Shorthair,Mix,98105
May 18 2019,8008150,Salem,Cat,Siamese,Mix,98105
May 18 2019,S130157,Tux,Cat,Domestic Longhair,Mix,98121
May 18 2019,S130761,Madeline,Cat,American Shorthair,,98119
May 19 2019,S153125,Kaylie,Cat,Domestic Shorthair,Mix,98103
May 19 2019,S153126,Sir,Cat,Domestic Shorthair,Mix,98119
May 19 2019,203379,Marshmellow,Cat,Domestic Medium Hair,,98118
May 19 2019,142560,Chocolate,Cat,American Shorthair,,98115
May 19 2019,142790,Lillian,Cat,Snowshoe,,98126
May 19 2019,142791,Radar,Cat,Domestic Shorthair,,98126
May 19 2019,S151437,Tiger,Cat,Domestic Shorthair,Mix,98119
May 19 2019,S151439,Rocket,Cat,Domestic Shorthair,Mix,98177
May 19 2019,8008168,Honeydew Melon,Cat,American Shorthair,Mix,98122
May 19 2019,8008169,Lewis,Cat,American Shorthair,Mix,98122
May 19 2019,8008170,Clark,Cat,American Shorthair,Mix,98122
May 19 2019,284734,Oscar,Cat,Domestic Medium Hair,,98117
May 19 2019,272720,Lindy,Cat,Domestic Medium Hair,,98103
May 19 2019,8008173,Josey,Cat,Domestic Shorthair,Mix,98125
May 19 2019,8008181,Pippen,Cat,Norwegian Forest,Mix,98117
May 20 2019,142765,Abby,Cat,Domestic Shorthair,,98117
May 20 2019,S129615,Annie,Cat,Domestic Shorthair,,98103
May 20 2019,8008190,Pablo,Cat,Domestic Medium Hair,Mix,98144
May 20 2019,215251,Penelope,Cat,Domestic Shorthair,,98102
May 20 2019,215261,Tristan,Cat,Domestic Shorthair,,98102
May 20 2019,208286,Big Byte,Cat,Domestic Shorthair,,98103
May 20 2019,208278,Little Bit,Cat,Domestic Shorthair,,98103
May 20 2019,204514,Monster Pantalones,Cat,Siamese,,98105
May 20 2019,S102323,Telly,Cat,Domestic Shorthair,,98117
May 20 2019,S130335,Nessie,Cat,Domestic Shorthair,,98103
May 20 2019,142564,Hiccup,Cat,Domestic Shorthair,,98103
May 20 2019,276927,Miayow,Cat,Siamese,,98144
May 20 2019,8008212,Isabella,Cat,Domestic Longhair,Mix,98133
May 20 2019,8008215,Susan,Cat,American Shorthair,Mix,52246
May 20 2019,8008216,DOT,Cat,Domestic Medium Hair,Mix,98122
May 20 2019,142767,Guinness,Cat,Domestic Shorthair,,98116
May 20 2019,202351,Evey,Cat,Abyssinian,,98103
May 20 2019,282684,Rosa,Cat,Abyssinian,,98115
May 21 2019,8008221,Ramona,Cat,American Shorthair,,98104
May 21 2019,142548,Ixby,Cat,Domestic Shorthair,,98107
May 21 2019,278036,Mamie,Cat,Domestic Shorthair,Mix,98116
May 21 2019,198075,Houdini,Cat,Domestic Shorthair,,98136
May 21 2019,268583,Rorek,Cat,Domestic Medium Hair,,98107
May 21 2019,282679,Chase,Cat,Domestic Medium Hair,,98102
May 21 2019,282678,JoJo,Cat,Domestic Medium Hair,,98102
May 21 2019,272112,Scooter,Cat,Maine Coon,Manx,98136
May 21 2019,S106926,Bella,Cat,American Shorthair,,98116
May 21 2019,S106927,Dice,Cat,American Shorthair,,98116
May 21 2019,8008245,Khajiit,Cat,Bengal,Mix,98106
May 21 2019,8008246,Echo,Cat,Domestic Shorthair,Mix,98106
May 21 2019,732240,Siena,Cat,Domestic Shorthair,,98125
May 21 2019,208397,Sappho,Cat,Domestic Shorthair,,98125
May 21 2019,208635,Higgs,Cat,Domestic Shorthair,,98103
May 22 2019,208195,Nell,Cat,American Shorthair,,98122
May 22 2019,8008256,Hygge,Cat,Domestic Shorthair,Mix,98102
May 22 2019,276592,Marley,Cat,Domestic Medium Hair,,98122
May 22 2019,276591,Ziggy,Cat,Domestic Medium Hair,,98122
May 22 2019,8008267,Kali,Cat,Domestic Shorthair,Mix,98177
May 22 2019,276585,Ellie,Cat,Domestic Shorthair,Mix,98146
May 22 2019,S128780,Amore,Cat,Domestic Shorthair,Mix,98119
May 22 2019,276763,Rasmus,Cat,Domestic Longhair,,98103
May 22 2019,276755,Smilla,Cat,Domestic Shorthair,,98103
May 22 2019,S130495,Shirley,Cat,Domestic Shorthair,Mix,98119
May 22 2019,S130496,Laverne,Cat,Domestic Shorthair,Mix,98119
May 22 2019,S151445,Luna,Cat,Domestic Shorthair,Mix,98105
May 22 2019,S130200,Gus,Cat,Domestic Medium Hair,Siberian,98136
May 22 2019,S151447,Cleocatra,Cat,Himalayan,Mix,98105
May 22 2019,S151446,Paw Allen,Cat,Domestic Shorthair,Mix,98105
May 22 2019,282544,Olive,Cat,Domestic Medium Hair,,98121
May 23 2019,282718,Willow,Cat,Domestic Shorthair,,98133
May 23 2019,S130079,Mandu,Cat,Domestic Shorthair,,98126
May 23 2019,271092,Squeaky,Cat,Domestic Shorthair,,98105
May 23 2019,S131010,Moxie,Cat,Domestic Shorthair,,98109
May 24 2019,282455,Gracie,Cat,Domestic Shorthair,,98101
May 24 2019,S113618,Hayat,Cat,Domestic Shorthair,,98115
May 24 2019,209294,Midnight,Cat,Domestic Shorthair,,98117
May 24 2019,273790,Bear,Cat,Domestic Shorthair,,98136
May 24 2019,203653,Cookie,Cat,Domestic Medium Hair,,98119
May 24 2019,S129600,Rimbaud,Cat,Russian Blue,,98109
May 24 2019,S150535,Ike,Cat,Domestic Shorthair,Mix,98116
May 24 2019,S130908,Katharine,Cat,Domestic Medium Hair,,98103
May 24 2019,277186,Micky,Cat,Domestic Medium Hair,,98115
May 24 2019,361370,Francesca,Cat,Domestic Shorthair,,98106
May 24 2019,S150536,Nick Fury,Cat,Domestic Medium Hair,Mix,98199
May 24 2019,S146159,Molly,Cat,Domestic Shorthair,Mix,98119
May 24 2019,S146160,Mittens,Cat,Domestic Medium Hair,,98117
May 24 2019,S146162,Bear,Cat,Siamese,Mix,98103
May 24 2019,8008332,Bobo,Cat,Domestic Shorthair,,98115
May 25 2019,S153129,Zappo,Cat,Domestic Shorthair,Mix,98115
May 25 2019,S153130,Tommy,Cat,Domestic Shorthair,Mix,98117
May 25 2019,215120,Lea,Cat,American Shorthair,Mix,98103
May 25 2019,S131322,Zoey,Cat,Siberian,,98177
May 25 2019,S131321,Hobbes,Cat,Siberian,,98177
May 25 2019,8008342,Tormund,Cat,Domestic Medium Hair,Mix,98122
May 25 2019,208022,Loopa,Cat,Himalayan,,98103
May 25 2019,282517,Pepper,Cat,Domestic Shorthair,,98125
May 25 2019,215895,Midnight,Cat,Domestic Shorthair,,98116
May 25 2019,S147600,George,Cat,Domestic Shorthair,Mix,98102
May 25 2019,S147660,Brandi,Cat,Domestic Shorthair,Mix,
May 25 2019,215211,Stella,Cat,Domestic Longhair,,98103
May 26 2019,8008363,Grace,Cat,Domestic Shorthair,Mix,98133
May 26 2019,361221,Pete,Cat,Domestic Shorthair,,98107
May 26 2019,S151448,Ebony,Cat,Domestic Shorthair,Mix,98103
May 26 2019,S151449,Jenny,Cat,Domestic Medium Hair,Mix,98102
May 26 2019,142534,Noobie,Cat,Domestic Shorthair,,98125
May 26 2019,361201,Dickens,Cat,Domestic Shorthair,,98177
May 26 2019,S147663,Nyx,Cat,Domestic Shorthair,Mix,98103
May 26 2019,S147664,Napoli,Cat,Domestic Shorthair,,98105
May 26 2019,19178,Mister Moo,Cat,Domestic Shorthair,,98133
May 26 2019,8008376,Ponzu,Cat,Domestic Shorthair,Mix,98121
May 26 2019,142493,Lucky,Cat,Domestic Shorthair,,98108
May 26 2019,8008378,Jun,Cat,Domestic Shorthair,Mix,98136
May 26 2019,271637,Baily,Cat,Domestic Medium Hair,,98125
May 27 2019,S131546,B.C.,Cat,American Shorthair,,98115
May 27 2019,349768,Kamikaze,Cat,Domestic Shorthair,,98102
May 27 2019,272793,Misha,Cat,Domestic Shorthair,,98102
May 28 2019,8008419,Voodoo,Cat,American Shorthair,Mix,98199
May 28 2019,S126627,Azalea,Cat,Domestic Medium Hair,Mix,98199
May 28 2019,142483,Willy,Cat,Domestic Shorthair,Siamese,98117
May 28 2019,8008423,Evie,Cat,Devon Rex,Mix,98103
May 28 2019,S126626,Lilu,Cat,Domestic Longhair,Mix,98126
May 28 2019,S126625,Bean,Cat,Domestic Longhair,Mix,98126
May 28 2019,8008438,Gladys,Cat,Domestic Shorthair,Mix,98103
May 28 2019,8008440,Captain Kirk,Cat,Siamese,Mix,98122
May 28 2019,208204,Pinot,Cat,Domestic Shorthair,,98117
May 29 2019,268530,Sigmund,Cat,Burmese,,98106
May 29 2019,8008450,Miso,Cat,Domestic Shorthair,Mix,98118
May 29 2019,8008452,Lila,Cat,Domestic Shorthair,Mix,98118
May 29 2019,272436,Mariah,Cat,Domestic Shorthair,,98115
May 29 2019,142893,Rudy,Cat,Domestic Shorthair,,98126
May 29 2019,8008453,Shadow,Cat,Domestic Shorthair,,98118
May 29 2019,S129581,Sophie,Cat,Domestic Shorthair,Mix,98116
May 29 2019,214985,Ducky,Cat,Domestic Shorthair,,98117
May 29 2019,8008457,Izzy,Cat,Domestic Shorthair,Mix,98102
May 29 2019,S151453,Merry,Cat,Domestic Shorthair,Mix,98119
May 29 2019,S151454,Pippin,Cat,Domestic Shorthair,Mix,98119
May 29 2019,S147670,Lou,Cat,Domestic Shorthair,Mix,98106
May 29 2019,361237,Keiko,Cat,Domestic Shorthair,,98125
May 29 2019,276824,Tenzing,Cat,Domestic Longhair,,98118
May 29 2019,8008466,Oliver,Cat,Domestic Shorthair,Mix,98104
May 30 2019,8008469,Morris,Cat,Domestic Shorthair,Mix,98119
May 30 2019,S146165,Kitty,Cat,Domestic Shorthair,Mix,98122
May 30 2019,204693,Luigi,Cat,Domestic Shorthair,,98177
May 31 2019,199250,Odin,Cat,Domestic Shorthair,,98115
May 31 2019,8008508,Scarlett,Cat,Devon Rex,,98136
May 31 2019,142567,George,Cat,Domestic Shorthair,,98103
May 31 2019,S146166,Berkley,Cat,Domestic Shorthair,Mix,98107
May 31 2019,S146167,Billy,Cat,Domestic Shorthair,Mix,98103
May 31 2019,S146168,Betsy,Cat,Domestic Shorthair,Mix,98103
May 31 2019,72513,Talisman,Cat,Domestic Shorthair,,98133
May 31 2019,269378,Nee,Cat,Domestic Medium Hair,,98115
May 31 2019,268500,Koo,Cat,Domestic Shorthair,,98115
June 01 2019,S153135,Batman,Cat,Domestic Shorthair,Mix,98126
June 01 2019,S153134,Tucker,Cat,Domestic Shorthair,Mix,98126
June 01 2019,204576,Doc Hudson,Cat,Domestic Shorthair,,98125
June 01 2019,272635,Vivi,Cat,Domestic Shorthair,Mix,98119
June 01 2019,8008529,Loki Unn,Cat,Ragdoll,,98119
June 01 2019,8008539,Princess Lollipop,Cat,Domestic Medium Hair,Mix,98118
June 01 2019,S150547,KC,Cat,Domestic Shorthair,Mix,98107
June 01 2019,142562,Victor,Cat,American Shorthair,British Shorthair,98117
June 01 2019,204734,Nick,Cat,Japanese Bobtail,Domestic Shorthair,98199
June 01 2019,S150551,Isabeau,Cat,American Shorthair,Mix,98107
June 01 2019,208746,Sweetheart,Cat,Domestic Medium Hair,,98116
June 01 2019,8008548,Colby,Cat,Domestic Shorthair,Mix,98105
June 01 2019,8008549,Sweetie,Cat,Domestic Longhair,Mix,98105
June 02 2019,S126647,Belarus,Cat,Domestic Shorthair,Mix,98117
June 02 2019,8008560,Fitzgerald,Cat,American Shorthair,Mix,98117
June 02 2019,8008562,Havana,Cat,American Shorthair,Mix,98117
June 02 2019,S130816,Piper,Cat,Domestic Longhair,,98115
June 02 2019,277248,Wash,Cat,Domestic Medium Hair,Siamese,98122
June 02 2019,C277249,Butters,Cat,Siamese,Domestic Shorthair,98122
June 02 2019,140335,Diego,Cat,Domestic Longhair,,98117
June 02 2019,361390,Tiki,Cat,Manx,Domestic Shorthair,98106
June 02 2019,361389,Joey,Cat,Maine Coon,Domestic Longhair,98106
June 02 2019,268650,Starlight,Cat,Domestic Medium Hair,,98177
June 03 2019,8008579,Woody,Cat,Domestic Shorthair,Mix,98199
June 03 2019,8008580,Melvin,Cat,Domestic Shorthair,Mix,98199
June 03 2019,204317,Minxy,Cat,Domestic Shorthair,,98115
June 03 2019,8008584,Snickers,Cat,Siberian,,98112
June 03 2019,8008592,Calvin,Cat,Maine Coon,Mix,98116
June 03 2019,8008596,Otis,Cat,Domestic Shorthair,,98199
June 03 2019,8008599,R2D2,Cat,Domestic Shorthair,Mix,98119
June 03 2019,8008600,C3PO,Cat,Domestic Shorthair,Mix,98119
June 03 2019,444423,Hook,Cat,Domestic Shorthair,,98116
June 04 2019,S153138,Frida,Cat,Domestic Shorthair,Mix,98115
June 04 2019,273964,Zoey,Cat,Domestic Shorthair,,98103
June 04 2019,8008622,Finnigan,Cat,Domestic Shorthair,Ocicat,98146
June 05 2019,273530,Tortie,Cat,Domestic Shorthair,,98199
June 05 2019,8008649,Jimmy Choo,Cat,Siamese,Mix,98109
June 05 2019,8008650,Kenzie,Cat,Mix,Mix,98109
June 05 2019,361198,Ginny,Cat,Domestic Shorthair,,98112
June 05 2019,276587,Lily,Cat,Domestic Shorthair,,98144
June 05 2019,276586,Rocko,Cat,Domestic Shorthair,,98144
June 05 2019,215254,Lily,Cat,Domestic Longhair,,98115
June 05 2019,351229,Lek,Cat,Siamese,,98117
June 05 2019,353011,Peanuts,Cat,Domestic Shorthair,,98199
June 05 2019,276594,Joey,Cat,Domestic Shorthair,,98117
June 05 2019,S133022,Noodle,Cat,Domestic Shorthair,,98112
June 05 2019,S134549,Ernie,Cat,Domestic Shorthair,Mix,98103
June 05 2019,S151475,Blanco,Cat,Domestic Longhair,Mix,98115
June 05 2019,S151476,Eevee,Cat,Domestic Shorthair,Mix,98107
June 05 2019,347336,Daisy,Cat,Domestic Longhair,,98103
June 05 2019,282430,Asla,Cat,Domestic Shorthair,Mix,98115
June 05 2019,8008665,Hel,Cat,Domestic Longhair,,98168
June 05 2019,445474,Mr. Tippy,Cat,Domestic Shorthair,,98107
June 05 2019,8008667,Nance,Cat,Domestic Longhair,Mix,98112
June 06 2019,444384,Chai Son,Cat,Siamese,,98112
June 06 2019,444385,Nara,Cat,Siamese,,98112
June 06 2019,8008672,Henry,Cat,Domestic Shorthair,Mix,98117
June 06 2019,346567,Simba,Cat,Domestic Shorthair,,98117
June 06 2019,S146171,Squeak,Cat,Ragdoll,,98103
June 06 2019,S146172,Annie,Cat,Domestic Shorthair,Mix,98116
June 06 2019,345657,Boo,Cat,Domestic Medium Hair,,98116
June 06 2019,345658,Mojo,Cat,Domestic Medium Hair,,98116
June 06 2019,S146174,Niko,Cat,Domestic Longhair,Mix,98133
June 06 2019,276694,Lorraine,Cat,Domestic Shorthair,,98103
June 06 2019,S146176,Red,Cat,Domestic Shorthair,,98107
June 06 2019,S125814,Willow,Cat,American Shorthair,,98107
June 06 2019,S125813,Elphaba,Cat,American Shorthair,,98107
June 06 2019,S150558,Fawn,Cat,Domestic Medium Hair,Mix,98102
June 06 2019,S150559,Baby,Cat,Maine Coon,Mix,98102
June 06 2019,731058,B.C.,Cat,Domestic Shorthair,,98125
June 06 2019,353212,Fifo,Cat,Domestic Shorthair,,98122
June 06 2019,353208,Aleph,Cat,Domestic Shorthair,,98122
June 06 2019,731069,Kira,Cat,American Shorthair,,98126
June 06 2019,S132244,Ólafur,Cat,Domestic Longhair,,98101
June 06 2019,79347,Mr Darcy,Cat,Domestic Shorthair,,98103
June 06 2019,444243,Kitty,Cat,Domestic Shorthair,,98125
June 07 2019,351371,Nicky,Cat,Domestic Longhair,,98103
June 07 2019,361138,Nora,Cat,Domestic Medium Hair,,98103
June 07 2019,356491,Nox,Cat,Domestic Shorthair,,98106
June 07 2019,350926,Merlin,Cat,Domestic Shorthair,,98115
June 07 2019,276762,Max,Cat,Abyssinian,,98117
June 07 2019,353369,Blueberry,Cat,Domestic Shorthair,Mix,98122
June 07 2019,353370,Norman,Cat,Domestic Shorthair,Mix,98122
June 07 2019,S129881,Baxter,Cat,Domestic Shorthair,Mix,98125
June 07 2019,S126301,Bahti,Cat,Domestic Shorthair,Mix,98118
June 07 2019,353388,Siegfried,Cat,Domestic Medium Hair,Mix,98103
June 07 2019,353387,Tristan,Cat,Domestic Shorthair,Mix,98103
June 07 2019,347354,Clyde,Cat,Siamese,,98118
June 07 2019,360237,Macy,Cat,Maine Coon,,98101
June 07 2019,S132349,Pirate,Cat,Mix,Mix,98122
June 07 2019,444177,Thea,Cat,American Shorthair,,98122
June 07 2019,444176,Dori,Cat,American Shorthair,,98122
June 07 2019,276659,Honey,Cat,Domestic Shorthair,,98126
June 08 2019,350323,Abigail,Cat,Domestic Shorthair,,98107
June 08 2019,8008744,June,Cat,Domestic Shorthair,,98115
June 08 2019,215242,Cassidy,Cat,LaPerm,,98117
June 08 2019,S126363,Teddy,Cat,Domestic Medium Hair,Mix,98115
June 08 2019,444154,Jack,Cat,Domestic Shorthair,,98101
June 08 2019,444153,Penny,Cat,Domestic Shorthair,,98101
June 08 2019,282719,Moe,Cat,Domestic Shorthair,,98117
June 08 2019,445473,Charlotte,Cat,LaPerm,,98136
June 09 2019,S132029,Gizmo,Cat,Mix,,98112
June 09 2019,350362,Felice,Cat,Domestic Shorthair,,98117
June 09 2019,S130995,Heathrow,Cat,Maine Coon,Mix,98116
June 09 2019,361223,Buttercup,Cat,Domestic Shorthair,,98199
June 09 2019,S132340,Follie,Cat,American Shorthair,,98118
June 09 2019,S133014,Luna,Cat,Domestic Shorthair,,98115
June 09 2019,S147677,Londen,Cat,Domestic Shorthair,Mix,98109
